Date,Headline,Sentiment,Predicted Sentiment
2024-09-24,Disney's parks are losing their magic. Is the slowdown a blip?,negative,
2024-09-24,Microsoft downgraded as analyst says it's 'beholden' to Nvidia,negative,
2024-09-24,"The economy looks healthy, but new headwinds loom",neutral,
2024-09-24,Turkey to Issue 10-Year Dollar Bonds in Maturity Switch Plan,neutral,
2024-09-24,Starbucks Gets Rare Sell Call as CEO Shakeup Rally ‘Overdone’,negative,
2024-09-24,Director Steven Soderbergh lists his stylish Tribeca luxury condo for $9.4 million,neutral,
2024-09-24,Stock futures little changed after Dow closes at a fresh record,positive,
2024-09-24,Restaurant Portions Are About to Get Smaller. Are Americans Ready?,negative,
2024-09-24,An East Coast Port Strike Could Shake the Economy,negative,
2024-09-24,"Private Credit Faces Worst Reckoning Since ‘08, NY Life CIO Says",negative,
2024-09-24,Rebecca Lobo Helped Build the WNBA. Now She’s Seeing It Flourish.,positive,
2024-09-24,Goldman Strategists Say Growth Is Key Risk for European Stocks,negative,
2024-09-24,China’s stock market surges as central bank unleashes biggest stimulus since pandemic,positive,
2024-09-24,"US grocery stores could be without popular fruit within weeks as 45,000 dockworkers threaten to strike",negative,
2024-09-24,China Cuts Interest Rates and Mortgage Down Payments,positive,
2024-09-24,Stocks Rally as China Stimulus Spurs Risk Appetite: Markets Wrap,positive,
2024-09-24,"Maersk Shares Jump as US Port Strike Looms, Boosting Rates",positive,
2024-09-24,Deutsche Boerse Raided in EU Derivatives Cartel Probe,negative,
2024-09-24,Personal finance links: feeling grateful,,positive
2024-09-24,Markets have been shrugging off all the Fed's talk all year long: David Bahnsen,,neutral
2024-09-24,"""I'm Not Sure If She's Indian Or Black"": Trump Zings Kamala, Dodges Barbs As Audience Laughs At Black Journalists Convention",,negative
2024-09-24,Taiwan’s Economy Grows More Than Expected in Second Quarter,,positive
2024-09-24,Homicide Rates In The US Vs Europe,,neutral
2024-09-24,"'Digital Euro' To Be ""Most Private Electronic Payment Option""; ECB Claims",,positive
2024-09-24,SunPower and other solar names lifted by First Solar’s better-than-expected results,,positive
2024-09-24,"Freight demand is weak, but cost cuts help C.H. Robinson boost profits. Shares are rallying.",,positive
2024-09-24,Canadian Markets Prepare for Debt Deluge After Record Issuance,,neutral
2024-09-24,Pilgrim’s Pride Posts Record Profits as Chicken Gains Momentum,,positive
2024-09-24,Arm Disappoints After Sticking With Tepid Annual Forecast,,negative
2024-09-24,Meta Sales Beat Estimates on Advertising Growth; Shares Jump,,positive
2024-09-24,"Canada’s S&P/TSX Composite Rises Past 23,000 for First Time",,positive
2024-09-24,"Nvidia stock soars nearly 13% after strong AMD results, bullish call from Morgan Stanley",,positive
2024-09-24,Nvidia soars amid bullish call,,positive
2024-09-24,Stocks Storm Back on Fed Day as Nvidia Surges 13%: Markets Wrap,,positive
2024-09-24,Meta stock pops after earnings beat,,positive
2024-09-24,Meta earnings: Stock rises as the Facebook parent gives upbeat outlook,,positive
2024-09-24,Morning Bid: Extraordinary rally rips through all markets,,positive
2024-09-24,Steve Forbes: This is how the US can have global prosperity,,positive
2024-09-24,"Stocks, Bonds Climb After Fed Meeting",,positive
2024-09-24,'The Claman Countdown' panel reacts to Jerome Powell's presser,,neutral
2024-09-24,Scotland Yard to Review Email Deletions in News Corp Hacking Case,,neutral
2024-09-24,Edward Jones senior strategist details where to invest if Fed cuts rates,,neutral
2024-09-24,S&P 500 futures rise after Meta posts quarterly beat,,positive
2024-09-24,"Brazil holds interest rates as expected, flags ""greater caution""",,neutral
2024-09-24,The search for a ‘caffeinated catalyst’ at Starbucks continues,,neutral
2024-09-24,Turkey’s Markets Are Roaring Back Thanks to a $30 Billion Wave of Cash,,positive
2024-09-24,Chinese Stocks Eye Best Day Since April as Stimulus Calls Grow,,positive
2024-09-24,Yen Drops Even After BOJ Lifts Policy Rate as Yield Gaps Remain,,neutral
2024-09-24,Veolia to Sell US Sulfur Unit to PE Firm AIP for $620 Million,,neutral
2024-09-24,Ukrainian Refugees Unwilling To Work Should Have Benefits Scrapped; CDU General Secretary Says,,negative
2024-09-24,Activist Tommy Robinson Arrested Under Terror Provisions After Massive Rally Of British Patriots,,negative
2024-09-24,"Blinken, Foreign Ministers ""Seriously Concerned"" About Indo-Pacific Security",,neutral
2024-09-24,TSB customers hit by payment problems,negative,
2024-09-24,US Will 'Certainly' Defend Israel If Attacked By Iran In Wake Of Haniyeh Killing,,neutral
2024-09-24,China Probes Calvin Klein Parent Over Suspected Xinjiang Boycott,negative,
2024-09-24,Universal Music Extends Push Into China With New Label Division,positive,
2024-09-24,"European luxury stocks surge on China’s new, far-reaching stimulus package",positive,
2024-09-24,Commerzbank board member warns of significant job losses with a hostile UniCredit takeover,negative,
2024-09-24,A Private-Equity Executive Pushes for Workers' Stake in U.S. Companies,positive,
2024-09-24,Don't Count on a Megadeal to Save Intel,negative,
2024-09-24,"‘I’m overwhelmed’: I inherited $185,000. With the Fed lowering rates, should I park it in 5% CDs or high-yield savings accounts?",neutral,
2024-09-24,Doubts linger about a sustained stock market rally after China’s big stimulus boost,negative,
2024-09-24,China unleashes biggest stimulus since pandemic,positive,
2024-09-24,"The S&P 6,000 calls are starting to feel reasonable",positive,
2024-09-24,Nearly 60% of Americans say $100K income required to curb expenses anxiety: study,neutral,
2024-09-24,UK interest rate decision on a knife-edge,,neutral
2024-09-24,"Stock Market News, July 31, 2024: Stocks Rally After Fed Leaves Door Open to Lower Interest Rates",,positive
2024-09-24,Early Australian Election Seen Less Likely Despite Cooler Prices,,neutral
2024-09-24,"Stocks Rally on Fed Cut Hopes, Yen Strengthens: Markets Wrap",,positive
2024-09-24,"Earnings results bruised Microsoft while AMD cruised, but AI will boost them both",,neutral
2024-09-24,What taxes might Rachel Reeves raise?,,neutral
2024-09-24,Instagram and Facebook ads drive profit surge,,positive
2024-09-24,Can technology fix the 'broken' concert ticketing system?,,neutral
2024-09-24,"Fed’s Powell puts September rate cut on the table, but doesn’t say much about what comes next",,neutral
2024-09-24,Nervous about stocks? These ETFs promise market gains and plunge protection,,positive
2024-09-24,"Live Nation’s results should settle concerns about concert demand, analysts say",,positive
2024-09-24,"Qualcomm sees exciting potential in AI phones, but its stock dips after earnings",,neutral
2024-09-24,"Arm earnings mostly beat expectations, but chip designer falls short in a key segment",,neutral
2024-09-24,Oil Extends Jump on Report Iran Orders Retaliatory Strike,,negative
2024-09-24,Fed Meeting Today: Stock Futures Rally Ahead of Interest-Rate Decision,,positive
2024-09-24,"Fed holds rates steady, Powell sets stage for September cut",,neutral
2024-09-24,Swiss Stock Exchange Trading Halted Due to Technical Issues,,neutral
2024-09-24,Indian Stocks Premium Over Asia Hits Record as Foreigners Return,,positive
2024-09-24,Hong Kong Mansion Sells for 60% Less Than Broker Estimate,,negative
2024-09-24,European Gas Advances as Middle East Events Spark Market Jitters,,neutral
2024-09-24,Prada shares jump as sales surge in sign of luxury-market divide,,positive
2024-09-24,European Stocks Jump Before Fed as Investors Assess Earnings,,positive
2024-09-24,Biden plans to exempt US allies from new China chip curbs,,neutral
2024-09-24,"Stocks rally as tech surges, Powell paves way for cut",,positive
2024-09-24,Stocks Soar as Fed Puts Wall Street’s Rate Cut Wish on the Table,,positive
2024-09-24,Vietnam Ex-Government Accountant Sentenced to Death for Theft,negative,
2024-09-24,"Thursday: Unemployment Claims, ISM Mfg, Construction Spending, Vehicle Sales",,neutral
2024-09-24,"Meta Jumps After Beating On Revenue And Earnings, But Misses On CapEx Despite Rosy Outlook",,neutral
2024-09-24,Buttigieg's 'Crime Down Under Biden' Claim Doesn't Hold Up: John Lott Jr.,,negative
2024-09-24,Bill Ackman Unexpectedly Pulls IPO Of Pershing Square USA Fund,,neutral
2024-09-24,L.A. Officials Reject Newsom Order To Clear Out Homeless Encampments,,negative
2024-09-24,What We the People Owe,,neutral
2024-09-24,Bank of Japan lifts rates as Fed inches towards cut,,neutral
2024-09-24,"Project 2025: The Good, The Bad, & The Frustrating",,neutral
2024-09-24,Russia Holds 3rd Phase Of Tactical Nuclear Drills Same Day Ukraine Receives First F-16s,,neutral
2024-09-24,Green Day Frontman Slammed For Holding Up 'Trump Head' At Concert,,negative
2024-09-24,"July FOMC Meeting Recap: Looser Policy, Soft Landing In Sight",,positive
2024-09-24,"US Plans to Hold Note, Bond Sales Steady for ‘Several Quarters’",,neutral
2024-09-24,Messer Raises Largest Schuldschein of the Year in Debut Deal,,positive
2024-09-24,"Philippines May Cut Rate in August, Sees Peak Inflation in July",,neutral
2024-09-24,"Private sector job growth slows in July to just 122K, worse than expected",,negative
2024-09-24,"Morning Bid: BOJ hikes with Fed ahead, Big Tech flubs",,neutral
2024-09-24,Bank of Ireland Announces First Interim Dividend Since Crash,,positive
2024-09-24,Biden Renews Push for Student-Debt Relief With Emails to Millions of Borrowers,,neutral
2024-09-24,Zambia Turns to Consumers to Add Solar Power Generation,,positive
2024-09-24,Adani Energy Share Sale Gets Three-Fold Bids as Buyers Pile In,,positive
2024-09-24,"China Now ""Placates"" US & NATO With New Drone Export Controls Targeting Putin's War Efforts",,neutral
2024-09-24,China’s Consumer Woes Mount as Weak Spending Slams Global Brands,,negative
2024-09-24,Meta earnings on deck: AI spending top of mind,,neutral
2024-09-24,Top Kuwaiti Islamic Banks Eye Deal to Create $50 Billion Lender,,neutral
2024-09-24,Philippines Trade Chief Quits to Return to Private Sector,,neutral
2024-09-24,Microsoft results fall short in latest AI letdown,,negative
2024-09-24,Hong Kong Economy Growth Beats Expectations on Brisk Exports,,positive
2024-09-24,Israeli Shekel Tumbles After Hamas Leader Haniyeh Killed in Iran,,negative
2024-09-24,"Weak yen was one reason Bank of Japan decided to hike rates, Ueda says",,neutral
2024-09-24,"HSBC Posts Drop in Quarterly Profit, Announces $3 Billion Buyback",,neutral
2024-09-24,Indonesia’s President-Elect Prabowo to Meet Putin in Moscow,,neutral
2024-09-24,"Adani Mulls $2 Billion Danang Coastal Port Project, Vietnam Says",,neutral
2024-09-24,AMD stock rises after earnings beat on chip sales,,positive
2024-09-24,This yield curve-fueled recession indicator from the Fed shows a 70% probability of a recession. Here’s what its author says.,,negative
2024-09-24,Millions more student-loan borrowers could see debt forgiven in latest Biden plan — no application needed,,positive
2024-09-24,Here are 5 private islands with houses you can buy for under $2 million,,positive
2024-09-24,Treasury yields steady ahead of Federal Reserve policy decision,,neutral
2024-09-24,Bank of Japan Probes Website Crash That Blocked Traders Before Decision,,neutral
2024-09-24,Saudi Economy Shrinks for Fourth Straight Quarter on OPEC+ Curbs,,negative
2024-09-24,Stocks Rally as BOJ Hike Kickstarts Pivotal Day: Markets Wrap,,positive
2024-09-24,BOJ’s Rate Hike Puts Brake on Long-Tenor Corporate Bond Sales,,negative
2024-09-24,"Stocks rise after BOJ hike, as focus shifts to Fed",,neutral
2024-09-24,Japan hikes interest rates for second time since 2007,,neutral
2024-09-24,"Fresenius Beats Views on Spain Hospital Services, Cost Cuts",,positive
2024-09-24,"BOJ Outcome Mixed for Yen, Focus Now Turns to Fed, Analysts Say",,neutral
2024-09-24,Danone Sales Beat Forecasts Amid Strong Asia Demand,,positive
2024-09-24,Taiwan’s FSC Says Foreign Investor Stock Sales Only ‘Short-Term’,,neutral
2024-09-24,Adidas Shows Faster Wholesale Growth and Improvement in US,,positive
2024-09-24,ASML and Tokyo Electron shares surge on reported exemption from U.S. rules,,positive
2024-09-23,Fed Officials Leave Door Open to Another Large Interest-Rate Cut,positive,
2024-09-23,Oil Edges Higher as Israeli Strikes on Lebanon Raise Nervousness,negative,
2024-09-23,"FTC set to greenlight chevron's $53 billion buy of oil rival Hess, sources say",positive,
2024-09-23,Last full-size Kmart in the mainland US is closing,negative,
2024-09-23,"Vista, Blackstone Sweeten Smartsheet Debt Terms as Deal Nears",positive,
2024-09-23,Tigers and crocs make mangrove preservation tough work,neutral,
2024-09-23,Wall St ends slightly higher after Fed policymakers back rate cuts,positive,
2024-09-23,CrowdStrike: Company to face questions over global IT outage,negative,
2024-09-23,How will the recent Fed rate cut impact potential homebuyers?,neutral,
2024-09-23,'No money and no answers' two years after collapse of funeral firm,negative,
2024-09-23,"Dow, S&P 500 eke out records as rally builds",positive,
2024-09-23,Ex-Harrods boss saw 'abhorrent' behaviour from Al Fayed,negative,
2024-09-23,"Moody's solution to fix US housing crisis: 'Build, baby, build'",positive,
2024-09-23,China Stock Pickers Lose $312 Billion of Assets in Shift to ETFs,negative,
2024-09-23,Visa Faces an Antitrust Lawsuit by the Justice Dept.,negative,
2024-09-23,"London Executives Call for Governance, Pensions Revamp to Lure More IPOs",neutral,
2024-09-23,Elon Musk Hails Italian Leader Giorgia Meloni at Awards Ceremony,positive,
2024-09-23,China to Boost Capital at Mega Banks for First Time in a Decade,positive,
2024-09-23,"Indian Investors Fret High Valuations, Look East For Better Investment Returns",negative,
2024-09-23,Geely Plans to Build Cars in Vietnam in $170 Million Investment,positive,
2024-09-23,Traders Snap Up Bullish Options on China ETFs Amid Stimulus Hope,positive,
2024-09-23,China’s 10-Year Bond Yield Falls to 2% for First Time on Record,negative,
2024-09-23,Yen Faces Headwinds That Damp Any Advantage From Fed’s Big Cut,negative,
2024-09-23,Larger IPOs Set to Test Dominance of Smaller Listings in Japan,neutral,
2024-09-23,Five Key Takeaways as China Unveils Stimulus to Boost Economy,positive,
2024-09-23,China Mining Heavyweights Partner with Zimbabwe on Lithium Mine,positive,
2024-09-23,China's central bank chief set to hold press conference days after U.S. Fed rate cut,neutral,
2024-09-23,Iron Ore Spikes as Beijing Takes Slew of Steps to Aid Economy,positive,
2024-09-23,China’s Tianqi Vows to Fight On With Lithium Challenge in Chile,neutral,
2024-09-23,"China central bank says to cut reserve requirements, interest rates",positive,
2024-09-23,Boeing union hits out over 'final' 30% pay rise offer,negative,
2024-09-23,Sino-Ocean Creditors Raise Alarm Over UK Restructuring Tactic,negative,
2024-09-23,HK’s Biggest Developer Sells Homes at Discount After Rate Cut,negative,
2024-09-23,Petrobras Eyes Alcohol-to-Jet Project in Renewables Portfolio,positive,
2024-09-23,Nvidia’s stock is no longer the S&P 500’s top gainer this year. Here’s what is.,negative,
2024-09-23,As The Trump Legal World Turns. Not to be confused with a Familiar TV Soap Opera . . .,neutral,
2024-09-23,Superdry boss says Shein allowed to 'dodge tax',negative,
2024-09-23,Adviser links: making a mistake,negative,
2024-09-23,Gold Is Enjoying A Banner Year Despite Softer Inflation,positive,
2024-09-23,Markets Stay In Limbo,neutral,
2024-09-23,California sues Exxon over plastics recycling 'deception',negative,
2024-09-23,"UH-OH: The slowest mail in the country is in key swing states, NBC investigation finds . . .",negative,
2024-09-23,Watch Months-of-Supply!,neutral,
2024-09-23,Momentum Monday - So Far So Good Post Rate Cuts,positive,
2024-09-23,"Trump Proposes a Cap on Credit Card Interest, So Does AOC and Bernie",neutral,
2024-09-23,Will Rate Cuts Herald a Crash (Again)?,negative,
2024-09-23,"Transcript: Victor Khosla, Strategic Value Partners",neutral,
2024-09-23,White House proposes ban on Chinese tech in US cars,negative,
2024-09-23,Costco Has No Room For Error,negative,
2024-09-23,"Housing Sept 23rd Weekly Update: Inventory up 1.6% Week-over-week, Up 37.2% Year-over-year",positive,
2024-09-23,IBIT Options Approval: Massive Watershed Moment For Bitcoin,positive,
2024-09-23,Drugs that cost money and save money,neutral,
2024-09-23,5 Stocks I Would Include If I Were Building A REIT ETF,neutral,
2024-09-23,LA Ports: Inbound Traffic Increased Sharply Year-over-year in August,positive,
2024-09-23,Vistra Energy Goes Nuclear,neutral,
2024-09-23,Disaggregating the Big Picture: the Fed still wants to make your recession forecast wrong,neutral,
2024-09-23,Boeing makes 'final' offer of 30% wage increase to striking workers,positive,
2024-09-23,Japanese F-15s Fire Warning Flares After Russian Spy Plane Violates Airspace 3 Times,negative,
2024-09-23,Macro Briefing: 23 September 2024,neutral,
2024-09-23,"Housing Shortage, Housing Bubble, Soft Landing, FED Brilliance or Lick?",neutral,
2024-09-23,Monday links: an irritating tactic,negative,
2024-09-23,The Madness Of Antony Blinken,negative,
2024-09-23,"Take Heart Republicans, Mark Zandi Says Harris Will Win",neutral,
2024-09-23,Strategists Divided on Market Outlook After China’s Bold Moves,neutral,
2024-09-23,Did Costs Really Increase as Much as Prices Did?,neutral,
2024-09-23,MBA Survey: Share of Mortgage Loans in Forbearance Increases to 0.31% in August,negative,
2024-09-23,Nebraska State Senator Just Killed the Idea of an Electoral College Tie,negative,
2024-09-23,"Tuesday: Case-Shiller House Prices, Richmond Fed Mfg",neutral,
2024-09-23,"China Panics: Cuts Multiple Rates And Reserve Ratio Requirements, Goes All-In To Prop Up Stocks",negative,
2024-09-23,Your Tax Dollars At Work: San Fran Cops Dress Up As Inflatable Chicken To Catch Speeding Drivers,negative,
2024-09-23,They Bought Homes With Their Friends---and Now They Want Out,negative,
2024-09-22,"The Pager Files, AI Smart Glasses, Vitalik: An Ethereum Story, A Rate Cut and 'Investor Mode'... Sunday Reads And Listens",neutral,
2024-09-22,The Top Ten Job Streaks: Current Streak is in 5th Place,neutral,
2024-09-22,Finally . . . the FTC Sues PBMs for Jacking Up Insulin Prices,positive,
2024-09-22,It’s time to make our tax code more equitable,positive,
2024-09-22,Turning a corner on Medicare Advantage?,positive,
2024-09-22,Top clicks this week on Abnormal Returns,neutral,
2024-09-22,Micron's Stock Might Face A Steep Decline Following Q4 Results,negative,
2024-09-22,The 2017 Tax Cut and Jobs Act,neutral,
2024-09-22,How Gratitude Transforms Trading,positive,
2024-09-22,21 Million Renter Households Spent Over 30% of their Income on Housing Costs,negative,
2024-09-22,Sunday Night Futures,neutral,
2024-09-22,Sunday links: too on edge,negative,
2024-09-22,"SPD Barely Hangs On, Greens Crash in Brandenburg Germany State Election",negative,
2024-09-22,Exit Polls in Brandenburg Suggest SPD the Winner and Greens Totally Booted,negative,
2024-09-21,Book Bits: 21 September 2024,neutral,
2024-09-21,"Schedule for Week of September 22, 2024",neutral,
2024-09-21,Goodbye New York...Hello Amsterdam,neutral,
2024-09-21,Saturday links: relentless positive energy,positive,
2024-09-21,Real Estate Newsletter Articles this Week: Existing-Home Sales Decreased to 3.86 million SAAR in August,negative,
2024-09-21,Harris Declines to Comment on Her Changing EV Position (Everything Else Too),neutral,
2024-09-21,"The Odds of an Electoral College Tie Are About to Soar, Who Would Win?",neutral,
2024-09-21,Metal Mania Starts Soon,positive,
2024-09-20,Are Exploding Pagers and Walkie Talkies Terrorism or War?,negative,
2024-09-20,Latest Memo From Howard Marks: Shall We Repeal The Laws Of Economics?,neutral,
2024-09-20,Friday links: a penchant for simplicity,neutral,
2024-09-20,Macro Briefing: 20 September 2024,neutral,
2024-09-20,GDP Nowcasts Still Indicate Low Recession Risk For US In Q3,positive,
2024-09-20,Podcast links: changing the future,neutral,
2024-09-20,"MiB: Victor Khosla, Strategic Value Partners",neutral,
2024-09-20,The Fed's 50 Basis Point Cut Is Not A Bearish Event For The Stock Market,positive,
2024-09-20,September 20th COVID Update: Wastewater Measure Declining,positive,
2024-09-20,"Sept. 13-20 Undercovered Stock Picks: Aura Biosciences, APA Corporation, iTeos, CuriosityStream +",neutral,
2024-09-20,First Dissent Since 2005 Shows Total Lack of Diversity at the Fed,negative,
2024-09-20,SEC Slip-Up Hints at Fresh Financial Fears,negative,
2024-09-19,Macro Briefing: 19 September 2024,neutral,
2024-09-19,Thursday links: removing a few things,neutral,
2024-09-19,Brace for Impact: The Fed’s Panic Cut is a Sign the Worst is Yet to Come,negative,
2024-09-19,"Rate Cuts: Good News, Bad News",neutral,
2024-09-19,Future Proof 2024: Wow!!,positive,
2024-09-19,Mixed Risk-Appetite Signals Sharpen Debate For Markets Outlook,neutral,
2024-09-19,Longform links: feeling important,positive,
2024-09-18,"Defying Recent Recession Warnings, Growth Likely To Prevail In Q3",positive,
